         h          k          l       FREE         FP      SIGFP         FC       PHIC     FC_ALL   PHIC_ALL        FWT       PHWT     DELFWT    PHDELWT        FOM  FC_ALL_LS PHIC_ALL_LS         h          k          l       FREE         FP      SIGFP         FC       PHIC     FC_ALL        PHIC_ALL        FWT          PHWT       DELFWT      PHDELWT         FOM     FC_ALL_LS   PHIC_ALL_LS         h          k          l       FREE         FP      SIGFP         FC       PHIC     FC_ALL        PHIC_ALL        FWT          PHWT       DELFWT      PHDELWT         FOM     FC_ALL_LS   PHIC_ALL_LS         h          k          l       FREE         FP      SIGFP         FC       PHIC     FC_ALL   PHIC_ALL        FWT       PHWT     DELFWT    PHDELWT        FOM  FC_ALL_LS PHIC_ALL_LS         h          k          l       FREE         FP      SIGFP         FC       PHIC         h          k          l       FREE         FP      SIGFP         FC       PHIC     FC_ALL   PHIC_ALL        FWT       PHWT     DELFWT    PHDELWT        FOM  FC_ALL_LS PHIC_ALL_LS 	h 	k 	l 	FREE 	FP 	SIGFP 	FC 	PHIC 	FC_ALL 	PHIC_ALL 	FWT 	PHWT 	DELFWT 	PHDELWT 	FOM 	FC_ALL_LS 	PHIC_ALL_LS 	
7723	-16  	5  	15  	1  	82.52 	3.95 	94.46 	0.87 	91.42 	0.86 	42.48 	0.86 	48.93 	4.00 	0.81 	103.85 	0.85
7724	-16  	5  	16  	1  	177.06 	3.30 	213.46 	5.48 	197.21 	5.48 	146.33 	5.48 	50.89 	2.34 	0.97 	216.65 	5.49
7725	-16  	5  	17  	1  	62.83 	3.19 	62.05 	5.06 	56.88 	5.04 	28.64 	5.04 	28.24 	1.90 	0.68 	61.59 	5.01
7726	-16  	5  	18  	1  	134.55 	2.56 	162.13 	2.35 	148.01 	2.37 	109.15 	2.37 	38.86 	5.51 	0.96 	161.24 	2.39
7727	-16  	5  	19  	1  	140.52 	2.95 	122.99 	4.49 	110.07 	4.50 	155.63 	4.50 	45.56 	4.50 	0.95 	120.88 	4.57
7728	-16  	5  	20  	0  	57.59 	2.46 	90.24 	4.16 	82.08 	4.16 	82.08 	4.16 	0.00 	0.00 	0.00 	88.12 	4.12
7729	-16  	5  	21  	1  	245.34 	3.88 	184.48 	3.58 	172.40 	3.58 	312.59 	3.58 	140.19 	3.58 	0.99 	188.26 	3.56
7730	-16  	5  	22  	1  	112.97 	2.39 	98.24 	1.40 	91.42 	1.40 	123.27 	1.40 	31.84 	1.40 	0.95 	96.18 	1.41
7731	-16  	5  	23  	1  	90.15 	2.03 	118.56 	3.89 	111.74 	3.89 	60.80 	3.89 	50.94 	0.75 	0.96 	121.51 	3.90
7732	-16  	5  	24  	0  	65.59 	2.33 	8.04 	3.70 	7.69 	3.70 	7.69 	3.70 	0.00 	0.00 	0.00 	5.28 	3.78
7733	-16  	5  	25  	1  	45.94 	2.88 	46.36 	1.96 	44.64 	1.96 	28.44 	1.96 	16.20 	5.10 	0.80 	46.97 	1.97
7734	-16  	5  	26  	1  	101.06 	6.17 	84.32 	1.14 	81.99 	1.14 	110.46 	1.14 	28.47 	1.14 	0.95 	86.06 	1.12
7735	-16  	5  	27  	1  	23.69 	4.25 	20.79 	0.92 	20.41 	0.92 	3.00 	4.07 	23.41 	4.07 	0.37 	22.31 	0.88
7736	-16  	5  	28  	1  	57.19 	2.19 	57.80 	0.35 	56.11 	0.35 	47.46 	0.35 	8.64 	3.49 	0.91 	56.89 	0.38
7737	-16  	5  	29  	1  	90.70 	2.28 	81.97 	2.08 	79.57 	2.08 	95.74 	2.08 	16.17 	2.08 	0.97 	81.50 	2.10
7738	-16  	5  	30  	1  	71.01 	1.88 	77.19 	2.35 	74.17 	2.35 	62.45 	2.35 	11.72 	5.49 	0.96 	77.62 	2.34
7739	-16  	5  	31  	1  	41.40 	3.13 	26.48 	5.63 	25.33 	5.63 	43.97 	5.63 	18.64 	5.63 	0.84 	27.49 	5.60
7740	-16  	5  	32  	0  	27.55 	3.95 	24.36 	0.84 	23.40 	0.84 	23.40 	0.84 	0.00 	0.00 	0.00 	24.45 	0.79
7741	-16  	5  	33  	1  	64.71 	2.16 	51.19 	3.73 	47.08 	3.73 	78.03 	3.73 	30.95 	3.73 	0.97 	50.93 	3.74
7742	-16  	5  	34  	1  	33.98 	2.73 	16.82 	3.81 	15.39 	3.81 	40.50 	3.81 	25.11 	3.81 	0.82 	16.56 	3.75
7743	-16  	5  	35  	0  	28.83 	3.83 	20.07 	5.45 	17.82 	5.45 	17.82 	5.45 	0.00 	0.00 	0.00 	19.46 	5.45
7744	-16  	6  	1  	1  	220.59 	4.43 	230.46 	3.11 	222.05 	3.07 	200.63 	3.07 	21.42 	6.22 	0.96 	217.20 	3.07
7745	-16  	6  	2  	1  	198.77 	4.93 	223.74 	0.28 	206.77 	0.25 	170.74 	0.25 	36.02 	3.39 	0.95 	201.91 	0.25
7746	-16  	6  	3  	1  	110.83 	3.24 	111.69 	2.52 	141.90 	2.43 	48.86 	2.43 	93.04 	5.57 	0.86 	139.77 	2.42
7747	-16  	6  	4  	1  	265.67 	5.57 	328.01 	4.80 	339.23 	4.71 	180.16 	4.71 	159.07 	1.57 	0.98 	333.57 	4.71
7748	-16  	6  	5  	1  	248.49 	5.20 	188.11 	3.59 	192.82 	3.63 	283.14 	3.63 	90.33 	3.63 	0.96 	190.45 	3.63
7749	-16  	6  	6  	0  	41.87 	4.44 	68.47 	1.46 	48.55 	1.67 	48.55 	1.67 	0.00 	0.00 	0.00 	46.87 	1.69
7750	-16  	6  	7  	1  	457.03 	9.53 	452.12 	3.79 	456.51 	3.79 	448.96 	3.79 	7.55 	0.65 	0.99 	457.70 	3.79
7751	-16  	6  	8  	1  	74.63 	3.89 	13.79 	5.26 	22.04 	5.58 	10.42 	5.58 	11.63 	2.44 	0.22 	23.35 	5.61
7752	-16  	6  	9  	1  	189.57 	3.24 	199.90 	3.04 	207.88 	3.10 	154.25 	3.10 	53.63 	6.24 	0.96 	212.62 	3.11
7753	-16  	6  	10  	0  	22.03 	7.23 	50.01 	2.52 	43.16 	2.37 	43.16 	2.37 	0.00 	0.00 	0.00 	43.72 	2.35
7754	-16  	6  	11  	1  	346.31 	8.74 	291.24 	1.84 	270.08 	1.81 	411.53 	1.81 	141.45 	1.81 	0.98 	278.19 	1.81
7755	-16  	6  	12  	1  	47.15 	4.37 	30.67 	2.56 	26.14 	2.70 	6.46 	5.85 	32.60 	5.85 	0.21 	26.44 	2.76
7756	-16  	6  	13  	1  	102.36 	2.40 	26.36 	2.74 	30.23 	2.93 	66.40 	2.93 	36.18 	2.93 	0.47 	36.33 	3.03
7757	-16  	6  	14  	1  	31.11 	4.78 	55.24 	0.86 	45.52 	0.76 	29.80 	3.90 	75.31 	3.90 	0.25 	41.75 	0.60
7758	-16  	6  	15  	1  	127.07 	2.54 	95.36 	5.62 	87.73 	5.60 	138.63 	5.60 	50.90 	5.60 	0.89 	94.04 	5.57
7759	-16  	6  	16  	1  	89.98 	2.74 	60.87 	3.46 	55.72 	3.45 	82.79 	3.45 	27.08 	3.45 	0.77 	60.11 	3.42
7760	-16  	6  	17  	1  	48.68 	3.05 	77.28 	4.74 	70.62 	4.78 	4.33 	1.64 	74.95 	1.64 	0.68 	76.40 	4.86
7761	-16  	6  	18  	1  	73.74 	2.54 	153.50 	5.54 	141.63 	5.55 	6.70 	2.41 	148.33 	2.41 	0.91 	163.87 	5.58
7762	-16  	6  	19  	1  	92.00 	2.76 	107.34 	3.85 	96.05 	3.84 	70.61 	3.84 	25.44 	0.70 	0.91 	109.40 	3.77
7763	-16  	6  	20  	1  	91.98 	2.21 	93.00 	3.72 	85.64 	3.72 	84.63 	3.72 	1.01 	0.57 	0.93 	92.07 	3.71
7764	-16  	6  	21  	1  	150.07 	2.74 	160.35 	5.61 	149.16 	5.61 	144.34 	5.61 	4.82 	2.47 	0.98 	157.31 	5.62
7765	-16  	6  	22  	1  	58.83 	2.23 	33.30 	5.31 	31.10 	5.31 	49.19 	5.31 	18.09 	5.31 	0.68 	32.56 	5.20
7766	-16  	6  	23  	1  	74.04 	2.22 	45.28 	4.66 	42.84 	4.66 	84.84 	4.66 	42.00 	4.66 	0.86 	44.53 	4.55
7767	-16  	6  	24  	1  	9.88 	9.74 	25.46 	5.25 	24.50 	5.25 	21.25 	2.11 	45.75 	2.11 	0.16 	26.07 	5.31
7768	-16  	6  	25  	1  	83.16 	2.54 	41.65 	0.94 	40.06 	0.94 	105.03 	0.94 	64.97 	0.94 	0.87 	39.78 	0.89
7769	-16  	6  	26  	1  	64.14 	2.32 	79.72 	3.59 	78.08 	3.59 	41.17 	3.59 	36.91 	0.45 	0.93 	80.06 	3.60
7770	-16  	6  	27  	1  	69.22 	2.53 	80.12 	3.50 	78.25 	3.50 	52.19 	3.50 	26.06 	0.36 	0.94 	79.10 	3.49
7771	-16  	6  	28  	1  	74.56 	3.00 	77.46 	4.99 	75.30 	4.99 	66.34 	4.99 	8.96 	1.85 	0.95 	77.96 	4.99
7772	-16  	6  	29  	1  	77.57 	3.08 	60.62 	2.63 	58.72 	2.63 	88.28 	2.63 	29.57 	2.63 	0.95 	61.18 	2.60
7773	-16  	6  	30  	1  	49.29 	2.41 	61.42 	3.66 	58.87 	3.66 	33.18 	3.66 	25.69 	0.52 	0.93 	61.90 	3.67
7774	-16  	6  	31  	1  	33.58 	2.94 	46.21 	2.84 	44.21 	2.84 	16.02 	2.84 	28.19 	5.98 	0.90 	45.73 	2.81
7775	-16  	6  	32  	1  	63.86 	2.59 	51.83 	2.26 	49.84 	2.26 	73.18 	2.26 	23.34 	2.26 	0.96 	52.19 	2.27
7776	-16  	6  	33  	1  	32.22 	2.97 	21.87 	3.68 	20.03 	3.68 	33.45 	3.68 	13.41 	3.68 	0.83 	22.36 	3.66
7777	-16  	6  	34  	1  	45.34 	2.52 	42.21 	2.82 	38.39 	2.82 	47.88 	2.82 	9.49 	2.82 	0.95 	42.16 	2.82
7778	-16  	7  	1  	1  	343.97 	11.26 	334.74 	5.62 	344.54 	5.66 	331.65 	5.66 	12.89 	2.52 	0.98 	342.63 	5.66
7779	-16  	7  	2  	1  	208.43 	3.98 	251.84 	4.62 	236.98 	4.76 	163.02 	4.76 	73.96 	1.61 	0.96 	234.14 	4.77
7780	-16  	7  	3  	1  	233.88 	6.03 	216.34 	5.43 	231.99 	5.38 	218.53 	5.38 	13.46 	2.24 	0.96 	231.43 	5.38
7781	-16  	7  	4  	1  	120.66 	4.18 	228.97 	2.89 	243.21 	2.93 	18.46 	6.08 	261.67 	6.08 	0.93 	243.33 	2.94
7782	-16  	7  	5  	1  	278.92 	5.50 	279.92 	0.11 	274.68 	0.12 	268.94 	0.12 	5.74 	3.27 	0.97 	274.30 	0.13
7783	-16  	7  	6  	1  	130.37 	11.23 	126.00 	0.23 	157.60 	0.24 	76.91 	0.24 	80.68 	3.38 	0.90 	162.65 	0.24
7784	-16  	7  	7  	1  	173.87 	3.95 	200.62 	1.74 	221.97 	1.76 	109.03 	1.76 	112.95 	4.90 	0.95 	227.34 	1.76
7785	-16  	7  	8  	1  	210.39 	5.01 	255.74 	3.02 	246.93 	3.07 	159.71 	3.07 	87.22 	6.22 	0.97 	250.86 	3.08
7786	-16  	7  	9  	0  	77.85 	3.15 	210.38 	3.13 	203.29 	3.19 	203.29 	3.19 	0.00 	0.00 	0.00 	208.15 	3.20
7787	-16  	7  	10  	1  	180.96 	3.25 	151.64 	4.33 	152.25 	4.39 	189.94 	4.39 	37.68 	4.39 	0.95 	157.80 	4.40
7788	-16  	7  	11  	1  	176.97 	2.87 	125.77 	1.36 	122.21 	1.37 	207.30 	1.37 	85.09 	1.37 	0.93 	127.88 	1.37
7789	-16  	7  	12  	1  	142.60 	2.43 	106.61 	2.93 	99.20 	2.92 	155.02 	2.92 	55.83 	2.92 	0.89 	103.46 	2.92
7790	-16  	7  	13  	1  	62.90 	2.86 	89.43 	3.92 	87.68 	3.97 	0.98 	0.83 	88.66 	0.83 	0.69 	98.06 	4.01
7791	-16  	7  	14  	1  	98.30 	2.29 	108.55 	6.01 	100.26 	6.04 	69.77 	6.04 	30.49 	2.90 	0.86 	107.24 	6.08
7792	-16  	7  	15  	1  	129.84 	2.82 	102.31 	2.07 	94.55 	2.11 	142.43 	2.11 	47.88 	2.11 	0.91 	104.49 	2.18
7793	-16  	7  	16  	1  	180.86 	3.91 	146.95 	2.68 	135.07 	2.68 	212.33 	2.68 	77.26 	2.68 	0.96 	146.92 	2.68
7794	-16  	7  	17  	0  	120.70 	5.67 	139.81 	0.41 	127.59 	0.40 	127.59 	0.40 	0.00 	0.00 	0.00 	138.22 	0.38
7795	-16  	7  	18  	1  	85.50 	3.14 	108.70 	2.07 	98.40 	2.07 	54.71 	2.07 	43.69 	5.22 	0.90 	113.16 	2.11
7796	-16  	7  	19  	1  	133.74 	2.84 	95.48 	2.26 	86.34 	2.27 	164.59 	2.27 	78.25 	2.27 	0.94 	93.35 	2.32
7797	-16  	7  	20  	1  	32.05 	1.90 	3.06 	2.01 	2.48 	1.80 	0.18 	1.80 	2.30 	4.95 	0.04 	3.63 	0.46
7798	-16  	7  	21  	1  	136.18 	2.49 	143.56 	5.61 	133.86 	5.61 	130.98 	5.61 	2.88 	2.47 	0.97 	149.14 	5.58
7799	-16  	7  	22  	1  	155.77 	3.21 	140.64 	5.68 	132.00 	5.68 	172.61 	5.68 	40.61 	5.68 	0.98 	141.78 	5.71
7800	-16  	7  	23  	1  	136.25 	2.41 	111.86 	5.19 	106.47 	5.19 	158.96 	5.19 	52.49 	5.19 	0.97 	111.62 	5.19
7801	-16  	7  	24  	1  	80.85 	2.18 	77.63 	5.50 	74.84 	5.50 	77.96 	5.50 	3.11 	5.50 	0.95 	77.04 	5.51
7802	-16  	7  	25  	0  	96.61 	2.30 	71.54 	3.26 	68.81 	3.26 	68.81 	3.26 	0.00 	0.00 	0.00 	72.37 	3.26
7803	-16  	7  	26  	1  	103.40 	2.45 	99.59 	3.06 	98.36 	3.06 	102.21 	3.06 	3.86 	3.06 	0.97 	98.25 	3.06
7804	-16  	7  	27  	1  	12.05 	7.47 	22.08 	0.68 	21.44 	0.68 	16.84 	3.82 	38.27 	3.82 	0.19 	22.43 	0.79
7805	-16  	7  	28  	1  	32.15 	3.08 	38.71 	4.62 	37.69 	4.62 	10.43 	4.62 	27.26 	1.47 	0.75 	40.18 	4.60
7806	-16  	7  	29  	1  	10.53 	9.65 	11.56 	1.66 	11.17 	1.66 	8.85 	4.80 	20.02 	4.80 	0.11 	11.32 	1.69
7807	-16  	7  	30  	1  	22.38 	4.69 	28.17 	2.40 	26.91 	2.40 	1.66 	2.40 	25.25 	5.54 	0.64 	28.34 	2.42
7808	-16  	7  	31  	0  	28.47 	3.66 	38.15 	3.01 	36.53 	3.01 	36.53 	3.01 	0.00 	0.00 	0.00 	38.95 	3.00
7809	-16  	7  	32  	1  	59.62 	2.43 	59.38 	3.73 	56.38 	3.73 	58.88 	3.73 	2.50 	3.73 	0.97 	59.82 	3.74
7810	-16  	7  	33  	1  	39.79 	2.78 	26.91 	1.51 	24.66 	1.51 	47.01 	1.51 	22.35 	1.51 	0.90 	27.13 	1.51
7811	-16  	7  	34  	1  	29.86 	3.32 	25.99 	4.83 	23.48 	4.83 	28.26 	4.83 	4.79 	4.83 	0.87 	25.85 	4.82
7812	-16  	8  	1  	1  	262.91 	12.36 	206.51 	0.02 	204.34 	6.27 	302.06 	6.27 	97.72 	6.27 	0.96 	205.84 	6.27
7813	-16  	8  	2  	1  	340.84 	8.99 	359.47 	5.67 	343.93 	5.69 	326.50 	5.69 	17.43 	2.55 	0.98 	344.82 	5.70
7814	-16  	8  	3  	1  	416.53 	11.98 	403.85 	5.44 	420.14 	5.43 	403.65 	5.43 	16.49 	2.29 	0.99 	425.79 	5.43
7815	-16  	8  	4  	1  	450.73 	11.18 	430.32 	5.38 	416.02 	5.30 	476.26 	5.30 	60.24 	5.30 	0.99 	418.90 	5.29
7816	-16  	8  	5  	1  	139.54 	3.69 	199.33 	4.37 	196.91 	4.34 	63.22 	4.34 	133.69 	1.20 	0.93 	199.33 	4.34
7817	-16  	8  	6  	1  	84.46 	3.70 	75.61 	4.31 	85.98 	4.44 	34.41 	4.44 	51.57 	1.30 	0.71 	88.75 	4.45
7818	-16  	8  	7  	1  	145.22 	2.80 	129.26 	4.15 	152.30 	4.08 	115.50 	4.08 	36.80 	0.94 	0.92 	158.29 	4.07
7819	-16  	8  	8  	1  	169.28 	3.30 	144.27 	4.67 	144.94 	4.56 	171.39 	4.56 	26.45 	4.56 	0.93 	149.40 	4.55
7820	-16  	8  	9  	0  	300.47 	5.59 	328.25 	4.89 	318.86 	4.92 	318.86 	4.92 	0.00 	0.00 	0.00 	329.90 	4.93
7821	-16  	8  	10  	1  	243.82 	4.43 	260.17 	3.78 	243.91 	3.72 	231.74 	3.72 	12.17 	0.58 	0.98 	253.11 	3.71
7822	-16  	8  	11  	1  	107.91 	2.36 	73.36 	1.51 	71.56 	1.49 	97.55 	1.49 	25.99 	1.49 	0.78 	76.44 	1.48
7823	-16  	8  	12  	1  	241.79 	4.24 	158.73 	5.45 	144.22 	5.41 	318.83 	5.41 	174.61 	5.41 	0.96 	148.59 	5.37
7824	-16  	8  	14  	1  	189.33 	3.35 	243.55 	5.03 	224.12 	5.03 	144.74 	5.03 	79.38 	1.89 	0.97 	242.04 	5.04
7825	-16  	8  	15  	1  	119.45 	2.36 	110.57 	1.59 	105.64 	1.59 	114.06 	1.59 	8.42 	1.59 	0.92 	123.62 	1.58
7826	-16  	8  	16  	0  	154.38 	2.88 	182.76 	2.53 	169.41 	2.53 	169.41 	2.53 	0.00 	0.00 	0.00 	186.97 	2.54
7827	-16  	8  	17  	1  	244.17 	4.69 	239.70 	0.35 	215.51 	0.34 	264.85 	0.34 	49.34 	0.34 	0.98 	230.92 	0.32
7828	-16  	8  	18  	1  	178.72 	3.35 	173.28 	1.65 	154.77 	1.65 	192.27 	1.65 	37.50 	1.65 	0.97 	171.66 	1.65
7829	-16  	8  	19  	1  	247.01 	4.54 	240.38 	5.97 	221.87 	5.97 	266.84 	5.97 	44.97 	5.97 	0.99 	246.53 	5.95
7830	-16  	8  	20  	1  	245.68 	4.33 	246.74 	1.47 	230.18 	1.47 	256.87 	1.47 	26.69 	1.47 	0.99 	249.58 	1.47
7831	-16  	8  	21  	1  	159.59 	3.60 	154.23 	0.24 	143.75 	0.24 	168.46 	0.24 	24.70 	0.24 	0.98 	154.30 	0.26
7832	-16  	8  	22  	1  	143.66 	4.25 	175.52 	1.98 	165.63 	1.98 	116.53 	1.98 	49.10 	5.12 	0.98 	176.81 	1.96
7833	-16  	8  	23  	1  	32.45 	1.55 	32.07 	3.27 	30.73 	3.27 	7.65 	3.27 	23.08 	0.13 	0.59 	30.35 	3.38
7834	-16  	8  	24  	1  	21.05 	2.54 	47.10 	0.42 	45.35 	0.42 	22.36 	3.56 	67.71 	3.56 	0.55 	44.38 	0.38
7835	-16  	8  	25  	1  	44.84 	2.13 	50.46 	3.66 	49.02 	3.66 	23.20 	3.66 	25.82 	0.52 	0.81 	51.82 	3.65
7836	-16  	8  	26  	1  	123.02 	2.52 	104.48 	3.59 	102.72 	3.59 	137.42 	3.59 	34.70 	3.59 	0.98 	103.31 	3.57
7837	-16  	8  	27  	1  	84.87 	2.63 	98.75 	2.79 	95.80 	2.79 	67.68 	2.79 	28.11 	5.93 	0.96 	99.14 	2.76
7838	-16  	8  	28  	1  	87.13 	2.08 	92.08 	3.20 	89.50 	3.20 	79.25 	3.20 	10.25 	0.06 	0.97 	92.03 	3.20
7839	-16  	8  	29  	1  	72.87 	2.31 	83.29 	2.15 	80.19 	2.15 	60.30 	2.15 	19.90 	5.29 	0.96 	83.58 	2.15
7840	-16  	8  	30  	1  	34.54 	2.61 	26.38 	4.77 	25.22 	4.77 	29.20 	4.77 	3.98 	4.77 	0.79 	26.18 	4.78
7841	-16  	8  	31  	1  	47.67 	2.00 	40.13 	3.13 	38.49 	3.13 	50.08 	3.13 	11.59 	3.13 	0.93 	41.68 	3.14
7842	-16  	8  	32  	1  	54.02 	2.79 	61.94 	0.38 	57.83 	0.38 	46.48 	0.38 	11.36 	3.52 	0.97 	61.74 	0.37
7843	-16  	8  	33  	1  	36.22 	2.73 	36.53 	1.02 	33.51 	1.02 	33.62 	1.02 	0.11 	1.02 	0.93 	37.04 	1.02
7844	-16  	8  	34  	1  	54.47 	2.35 	46.44 	3.63 	41.61 	3.63 	63.20 	3.63 	21.59 	3.63 	0.96 	46.50 	3.63
7845	-16  	9  	1  	1  	170.97 	4.94 	218.13 	5.54 	226.53 	5.51 	100.02 	5.51 	126.50 	2.37 	0.95 	232.05 	5.51
7846	-16  	9  	2  	1  	147.91 	4.70 	132.78 	0.51 	145.38 	0.44 	125.79 	0.44 	19.59 	3.58 	0.92 	149.66 	0.43
7847	-16  	9  	3  	1  	270.19 	5.68 	312.22 	5.10 	319.76 	5.11 	209.84 	5.11 	109.92 	1.97 	0.98 	327.13 	5.11
7848	-16  	9  	4  	1  	188.06 	4.04 	124.83 	5.05 	109.14 	5.03 	234.88 	5.03 	125.74 	5.03 	0.91 	109.92 	5.02
7849	-16  	9  	5  	1  	147.15 	16.26 	99.35 	2.16 	88.95 	2.13 	162.10 	2.13 	73.15 	2.13 	0.85 	90.14 	2.12
7850	-16  	9  	6  	1  	263.10 	6.37 	266.84 	2.72 	268.56 	2.74 	245.80 	2.74 	22.76 	5.88 	0.98 	276.63 	2.74
7851	-16  	9  	7  	1  	121.08 	2.71 	114.09 	2.24 	101.87 	2.46 	108.84 	2.46 	6.96 	2.46 	0.87 	104.58 	2.49
7852	-16  	9  	8  	0  	74.54 	3.91 	58.34 	3.97 	46.51 	3.92 	46.51 	3.92 	0.00 	0.00 	0.00 	46.73 	3.92
7853	-16  	9  	9  	1  	117.32 	3.07 	70.42 	6.13 	79.89 	6.28 	114.23 	6.28 	34.35 	6.28 	0.83 	88.05 	0.03
7854	-16  	9  	10  	1  	262.06 	4.75 	207.02 	1.79 	199.23 	1.79 	310.15 	1.79 	110.92 	1.79 	0.97 	212.01 	1.79
7855	-16  	9  	11  	1  	131.74 	2.97 	21.86 	3.65 	21.24 	3.84 	93.69 	3.84 	72.45 	3.84 	0.44 	24.16 	4.02
7856	-16  	9  	12  	1  	239.03 	3.63 	223.11 	2.95 	209.47 	2.95 	256.18 	2.95 	46.71 	2.95 	0.97 	227.30 	2.95
7857	-16  	9  	13  	0  	100.70 	4.39 	159.48 	5.97 	149.99 	5.98 	149.99 	5.98 	0.00 	0.00 	0.00 	168.00 	6.00
7858	-16  	9  	14  	1  	128.82 	3.25 	131.68 	4.97 	120.55 	4.98 	120.12 	4.98 	0.43 	1.84 	0.93 	130.08 	5.01
7859	-16  	9  	15  	1  	83.45 	3.42 	46.97 	2.10 	43.44 	2.07 	72.44 	2.07 	29.00 	2.07 	0.69 	47.83 	2.03
7860	-16  	9  	16  	1  	211.67 	3.83 	225.79 	4.06 	208.61 	4.05 	206.40 	4.05 	2.21 	0.91 	0.98 	235.87 	4.04
7861	-16  	9  	17  	1  	153.01 	3.26 	207.19 	1.49 	185.83 	1.49 	111.24 	1.49 	74.59 	4.63 	0.97 	208.04 	1.47
7862	-16  	9  	18  	1  	172.19 	3.60 	127.55 	3.17 	116.35 	3.17 	216.38 	3.17 	100.03 	3.17 	0.97 	131.30 	3.15
7863	-16  	9  	19  	1  	47.56 	4.14 	49.61 	4.12 	47.23 	4.12 	23.45 	4.12 	23.78 	0.98 	0.74 	56.83 	4.16
7864	-16  	9  	20  	1  	27.34 	7.31 	50.57 	4.97 	47.20 	4.97 	18.48 	1.83 	65.68 	1.83 	0.53 	54.52 	4.83
7865	-16  	9  	21  	1  	279.69 	5.43 	234.09 	6.15 	219.58 	6.15 	335.55 	6.15 	115.97 	6.15 	0.99 	239.25 	6.17
7866	-16  	9  	22  	1  	133.84 	2.85 	106.14 	1.18 	100.88 	1.18 	159.16 	1.18 	58.29 	1.18 	0.97 	105.56 	1.15
7867	-16  	9  	23  	1  	68.73 	3.73 	92.41 	4.71 	89.14 	4.71 	41.08 	4.71 	48.06 	1.57 	0.95 	94.31 	4.71
7868	-16  	9  	24  	1  	80.10 	2.95 	99.23 	5.32 	95.39 	5.32 	55.95 	5.32 	39.44 	2.18 	0.94 	96.05 	5.29
7869	-16  	9  	25  	1  	101.26 	1.64 	106.62 	5.94 	104.74 	5.94 	91.50 	5.94 	13.24 	2.80 	0.97 	104.86 	5.95
7870	-16  	9  	26  	1  	26.28 	2.32 	15.15 	1.36 	14.77 	1.36 	1.22 	1.36 	13.55 	4.50 	0.30 	15.19 	1.36
7871	-16  	9  	27  	1  	73.25 	2.19 	65.72 	5.54 	63.89 	5.54 	73.87 	5.54 	9.98 	5.54 	0.94 	65.67 	5.53
7872	-16  	9  	28  	1  	53.14 	1.97 	38.43 	0.89 	37.23 	0.89 	55.67 	0.89 	18.44 	0.89 	0.87 	38.30 	0.88
7873	-16  	9  	29  	1  	88.92 	2.10 	93.58 	1.69 	89.74 	1.69 	83.88 	1.69 	5.86 	4.84 	0.98 	92.87 	1.71
7874	-16  	9  	30  	1  	41.53 	2.16 	28.02 	1.73 	26.81 	1.73 	44.36 	1.73 	17.55 	1.73 	0.86 	27.71 	1.75
7875	-16  	9  	31  	1  	25.40 	3.60 	23.68 	5.46 	22.76 	5.45 	15.45 	5.45 	7.32 	2.31 	0.75 	24.48 	5.40
7876	-16  	9  	32  	1  	24.72 	3.42 	21.87 	4.90 	20.03 	4.90 	17.35 	4.90 	2.68 	1.76 	0.76 	21.24 	4.90
7877	-16  	9  	33  	1  	43.18 	2.10 	38.23 	0.46 	34.94 	0.46 	46.65 	0.46 	11.71 	0.46 	0.94 	37.85 	0.46
7878	-16  	9  	34  	1  	46.45 	3.10 	33.53 	2.50 	29.77 	2.50 	57.03 	2.50 	27.26 	2.50 	0.93 	33.71 	2.48
7879	-16  	10  	1  	1  	74.66 	5.17 	49.42 	0.72 	33.29 	0.35 	23.51 	0.35 	9.78 	3.50 	0.38 	33.23 	0.30
7880	-16  	10  	2  	1  	221.15 	5.07 	229.38 	2.03 	235.62 	2.02 	193.60 	2.02 	42.02 	5.17 	0.97 	243.90 	2.02
7881	-16  	10  	3  	1  	232.24 	3.95 	192.34 	5.13 	197.07 	5.13 	251.91 	5.13 	54.85 	5.13 	0.97 	204.06 	5.13
7882	-16  	10  	4  	1  	123.39 	3.03 	124.57 	5.88 	116.10 	5.93 	103.62 	5.93 	12.48 	2.79 	0.89 	119.41 	5.94
7883	-16  	10  	5  	0  	53.11 	4.52 	129.43 	5.35 	136.65 	5.41 	136.65 	5.41 	0.00 	0.00 	0.00 	142.65 	5.41
7884	-16  	10  	6  	1  	176.36 	4.24 	171.24 	2.60 	165.55 	2.63 	169.28 	2.63 	3.73 	2.63 	0.95 	172.20 	2.64
7885	-16  	10  	7  	1  	89.47 	3.09 	110.47 	0.20 	114.41 	0.25 	36.63 	0.25 	77.78 	3.39 	0.84 	122.18 	0.26
7886	-16  	10  	8  	0  	219.33 	3.43 	249.59 	2.29 	243.08 	2.29 	243.08 	2.29 	0.00 	0.00 	0.00 	258.30 	2.29
7887	-16  	10  	9  	1  	190.34 	3.81 	220.83 	4.73 	211.52 	4.76 	155.22 	4.76 	56.30 	1.62 	0.96 	226.56 	4.79
7888	-16  	10  	10  	0  	121.25 	2.58 	199.80 	6.03 	181.22 	6.04 	181.22 	6.04 	0.00 	0.00 	0.00 	186.51 	6.06
7889	-16  	10  	11  	1  	134.90 	2.44 	128.68 	4.77 	115.34 	4.78 	131.64 	4.78 	16.30 	4.78 	0.92 	117.38 	4.79
