         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc 	h 	k 	l 	FP 	SIGFP 	FCalc 	PHICalc 	
2991	2  	9  	4  	40.78 	9.54 	46.22 	2.22
2992	2  	9  	5  	32.64 	8.24 	26.38 	1.64
2993	2  	10  	0  	222.89 	2.58 	182.24 	0.31
2994	2  	10  	1  	92.54 	2.59 	79.43 	2.95
2995	2  	10  	2  	34.68 	1.94 	30.35 	-0.92
2996	2  	10  	3  	233.53 	3.90 	188.72 	0.49
2997	2  	10  	4  	181.97 	1.30 	145.61 	0.52
2998	2  	10  	5  	88.11 	2.61 	107.81 	0.63
2999	2  	10  	6  	41.23 	2.29 	17.81 	0.43
3000	2  	10  	7  	22.31 	2.30 	38.13 	2.54
3001	2  	10  	8  	14.15 	6.58 	3.98 	2.50
3002	2  	10  	10  	41.76 	2.98 	28.99 	-0.52
3003	2  	11  	0  	19.48 	4.47 	29.30 	-1.77
3004	2  	11  	1  	50.54 	8.00 	44.07 	2.65
3005	2  	11  	2  	20.19 	5.13 	25.19 	0.63
3006	2  	11  	3  	15.09 	6.42 	19.13 	-1.31
3007	2  	11  	4  	34.76 	10.94 	35.55 	-1.22
3008	2  	12  	0  	45.42 	1.89 	67.38 	-0.67
3009	2  	12  	1  	16.43 	5.69 	59.43 	-2.54
3010	2  	12  	2  	39.25 	2.85 	38.44 	0.22
3011	2  	12  	3  	16.49 	2.85 	28.11 	0.80
3012	2  	12  	4  	75.02 	1.59 	92.81 	1.56
3013	2  	12  	5  	29.32 	2.87 	68.49 	0.43
3014	2  	12  	6  	21.73 	3.51 	29.86 	-0.33
3015	2  	12  	7  	32.36 	2.88 	20.78 	-2.52
3016	2  	12  	8  	23.14 	4.50 	19.73 	2.55
3017	2  	13  	1  	17.46 	2.81 	19.46 	0.98
3018	2  	13  	3  	14.71 	5.63 	13.11 	-0.85
3019	2  	13  	4  	13.49 	5.64 	27.85 	-2.63
3020	2  	13  	6  	16.39 	2.84 	16.29 	-0.97
3021	2  	14  	0  	87.72 	1.53 	99.00 	0.22
3022	2  	14  	1  	105.06 	2.15 	99.61 	1.77
3023	2  	14  	2  	72.63 	2.15 	48.43 	2.56
3024	2  	14  	3  	30.53 	3.39 	53.33 	2.52
3025	2  	14  	4  	46.05 	2.78 	47.80 	-1.28
3026	2  	14  	5  	47.40 	2.17 	52.61 	-1.79
3027	2  	14  	6  	22.99 	2.17 	39.97 	1.67
3028	2  	14  	7  	39.26 	2.18 	66.26 	1.75
3029	2  	14  	8  	24.69 	4.06 	28.42 	1.78
3030	2  	15  	7  	15.95 	3.37 	22.93 	1.15
3031	2  	16  	0  	34.74 	2.08 	42.43 	-0.26
3032	2  	16  	1  	16.06 	3.27 	38.10 	0.59
3033	2  	16  	2  	26.81 	2.09 	28.62 	-2.25
3034	2  	16  	3  	53.73 	2.09 	44.93 	-0.79
3035	2  	16  	4  	19.45 	4.79 	17.59 	-1.87
3036	2  	16  	5  	52.79 	3.30 	45.30 	2.92
3037	2  	16  	6  	38.50 	3.31 	62.46 	-3.11
3038	2  	17  	1  	14.61 	4.67 	20.55 	2.96
3039	2  	17  	4  	16.46 	4.70 	13.67 	-1.28
3040	2  	18  	0  	29.76 	5.72 	29.91 	3.14
3041	2  	18  	1  	19.49 	2.58 	28.26 	-1.67
3042	2  	18  	2  	18.67 	2.58 	31.03 	-0.51
3043	3  	0  	2  	23.99 	8.57 	32.02 	3.14
3044	3  	0  	4  	34.12 	8.62 	46.17 	0.00
3045	3  	1  	0  	284.24 	4.09 	303.28 	1.29
3046	3  	1  	1  	132.89 	3.07 	229.60 	-1.83
3047	3  	1  	2  	377.76 	9.93 	380.83 	1.56
3048	3  	1  	3  	430.33 	8.59 	383.73 	1.70
3049	3  	1  	5  	39.40 	2.42 	42.55 	2.85
3050	3  	1  	6  	43.00 	3.81 	36.94 	0.83
3051	3  	1  	7  	63.34 	3.13 	87.50 	-2.73
3052	3  	1  	8  	110.75 	6.29 	112.51 	-2.38
3053	3  	1  	9  	66.30 	5.61 	58.44 	0.79
3054	3  	1  	10  	22.90 	5.64 	30.95 	-2.19
3055	3  	1  	11  	16.63 	7.08 	47.20 	-2.40
3056	3  	2  	0  	12.25 	3.06 	53.10 	-3.12
3057	3  	2  	2  	27.01 	5.47 	41.76 	-1.38
3058	3  	2  	3  	14.74 	5.49 	68.04 	-2.95
3059	3  	2  	5  	35.88 	5.52 	32.76 	-1.32
3060	3  	2  	6  	51.58 	6.92 	48.27 	0.67
3061	3  	2  	7  	37.53 	15.64 	21.51 	0.53
3062	3  	2  	8  	34.53 	15.70 	24.89 	-1.94
3063	3  	3  	0  	361.74 	5.77 	378.14 	-1.27
3064	3  	3  	1  	24.15 	2.04 	95.46 	-1.53
3065	3  	3  	2  	188.92 	2.73 	247.04 	2.49
3066	3  	3  	3  	333.06 	4.79 	279.61 	2.23
3067	3  	3  	4  	52.48 	2.74 	72.88 	0.09
3068	3  	3  	5  	98.06 	2.06 	117.62 	-0.61
3069	3  	3  	6  	196.80 	5.87 	214.90 	-2.64
3070	3  	3  	7  	131.68 	2.43 	126.38 	-2.66
3071	3  	3  	8  	51.83 	3.83 	48.49 	-3.13
3072	3  	3  	9  	22.70 	3.84 	16.58 	-2.65
3073	3  	4  	0  	18.26 	6.09 	24.46 	-1.43
3074	3  	4  	2  	12.91 	4.76 	52.20 	-0.71
3075	3  	4  	3  	33.73 	11.58 	24.82 	2.68
3076	3  	4  	5  	14.74 	6.17 	24.09 	2.87
3077	3  	4  	6  	35.77 	13.07 	47.20 	-2.93
3078	3  	4  	7  	37.28 	10.01 	33.28 	-1.95
3079	3  	4  	8  	15.59 	6.24 	13.72 	-2.33
3080	3  	4  	9  	16.35 	4.87 	26.87 	-0.99
3081	3  	5  	0  	433.98 	5.72 	424.79 	2.03
3082	3  	5  	1  	330.46 	2.70 	257.67 	1.61
3083	3  	5  	2  	109.20 	1.69 	113.24 	-1.27
3084	3  	5  	3  	382.06 	4.41 	328.97 	-0.37
3085	3  	5  	4  	133.63 	4.42 	130.65 	-0.46
3086	3  	5  	5  	186.25 	3.75 	161.17 	-1.89
3087	3  	5  	6  	83.86 	4.45 	94.37 	-1.00
3088	3  	5  	7  	66.65 	3.44 	63.51 	-2.27
3089	3  	5  	8  	33.45 	3.10 	35.88 	-2.80
3090	3  	5  	9  	24.93 	2.42 	35.75 	-2.64
3091	3  	5  	10  	27.47 	3.83 	42.93 	-3.09
3092	3  	5  	11  	26.90 	3.84 	43.51 	2.65
3093	3  	6  	0  	26.42 	8.36 	40.43 	0.30
3094	3  	6  	1  	12.07 	6.03 	19.94 	-0.05
3095	3  	6  	2  	26.55 	12.77 	19.06 	1.17
3096	3  	6  	5  	18.31 	3.73 	17.13 	2.39
3097	3  	6  	7  	14.68 	5.46 	24.06 	-1.68
3098	3  	6  	9  	14.80 	6.20 	25.54 	-0.86
3099	3  	6  	11  	16.32 	6.25 	10.27 	2.08
3100	3  	7  	0  	159.07 	1.99 	208.52 	1.21
3101	3  	7  	1  	509.28 	5.33 	434.98 	-1.04
3102	3  	7  	2  	224.59 	3.67 	196.85 	-1.86
3103	3  	7  	3  	138.88 	1.67 	120.79 	-2.60
3104	3  	7  	4  	86.26 	1.34 	76.89 	1.11
3105	3  	7  	5  	169.37 	3.03 	133.81 	1.47
3106	3  	7  	6  	104.40 	3.72 	101.73 	-2.40
3107	3  	7  	7  	71.55 	1.36 	77.74 	-2.04
3108	3  	7  	9  	31.45 	2.39 	20.96 	2.69
3109	3  	7  	10  	20.94 	5.49 	12.44 	2.93
3110	3  	7  	11  	21.72 	5.52 	26.65 	0.31
3111	3  	8  	1  	16.84 	3.63 	17.20 	0.95
3112	3  	8  	5  	15.70 	4.68 	24.83 	2.82
3113	3  	8  	6  	34.86 	8.38 	35.79 	-0.81
3114	3  	9  	0  	242.51 	2.28 	208.47 	1.25
3115	3  	9  	1  	157.69 	1.31 	119.05 	0.76
3116	3  	9  	2  	51.49 	2.30 	27.86 	2.84
3117	3  	9  	3  	75.32 	1.32 	70.36 	0.80
3118	3  	9  	4  	143.17 	2.64 	168.71 	0.37
3119	3  	9  	5  	111.20 	2.65 	73.09 	0.15
3120	3  	9  	6  	81.36 	3.65 	83.24 	1.18
3121	3  	9  	7  	29.33 	3.67 	56.25 	0.99
3122	3  	9  	9  	44.68 	4.70 	30.80 	-1.60
3123	3  	9  	10  	19.91 	6.07 	31.73 	1.21
3124	3  	10  	2  	18.83 	5.52 	15.37 	2.51
3125	3  	10  	3  	19.21 	5.86 	12.79 	-1.58
3126	3  	10  	4  	27.43 	3.92 	10.71 	-1.09
3127	3  	10  	5  	17.03 	6.55 	16.87 	-2.26
3128	3  	11  	0  	91.03 	2.56 	88.73 	0.04
3129	3  	11  	1  	126.14 	1.92 	148.82 	-0.43
3130	3  	11  	2  	115.23 	1.93 	75.65 	1.52
3131	3  	11  	3  	32.83 	4.51 	62.15 	2.27
3132	3  	11  	4  	64.24 	2.91 	57.11 	-3.02
3133	3  	11  	5  	89.06 	2.91 	82.99 	2.21
3134	3  	11  	6  	57.20 	0.65 	48.23 	2.52
3135	3  	11  	7  	52.19 	2.94 	51.78 	-2.57
3136	3  	11  	8  	46.49 	3.60 	55.62 	-1.83
3137	3  	11  	9  	27.29 	2.96 	35.82 	-2.12
3138	3  	12  	0  	35.65 	9.15 	39.36 	0.30
3139	3  	12  	1  	35.73 	14.23 	18.04 	-2.31
3140	3  	12  	2  	18.70 	5.39 	15.26 	-1.34
3141	3  	12  	3  	17.80 	5.09 	7.59 	-1.89
3142	3  	12  	4  	25.83 	7.97 	16.12 	1.99
3143	3  	12  	7  	18.04 	7.41 	16.43 	-0.68
3144	3  	13  	0  	70.65 	0.62 	63.80 	2.29
3145	3  	13  	1  	52.72 	2.18 	61.62 	-2.08
3146	3  	13  	2  	66.93 	2.19 	62.40 	2.49
3147	3  	13  	3  	24.15 	3.45 	50.59 	2.68
3148	3  	13  	4  	43.09 	1.57 	35.59 	2.44
3149	3  	13  	5  	39.76 	2.84 	29.11 	0.74
3150	3  	13  	6  	26.28 	3.48 	44.63 	0.63
3151	3  	13  	7  	46.40 	2.22 	41.97 	-0.04
3152	3  	13  	8  	17.87 	5.74 	7.97 	-0.15
3153	3  	14  	1  	18.14 	3.38 	21.16 	-2.75
3154	3  	14  	3  	16.69 	6.18 	5.53 	-2.46
3155	3  	14  	4  	13.33 	5.58 	18.17 	0.41
3156	3  	15  	0  	78.81 	1.21 	90.98 	0.55
3157	3  	15  	1  	37.53 	3.33 	41.10 	-2.72
3158	3  	15  	2  	32.77 	1.21 	42.88 	-1.98
3159	3  	15  	3  	17.95 	2.74 	33.29 	-0.74
3160	3  	15  	4  	23.50 	2.75 	23.67 	0.01
3161	3  	15  	5  	35.82 	4.29 	50.38 	2.72
3162	3  	15  	6  	15.36 	5.53 	30.88 	2.32
3163	3  	16  	0  	13.36 	5.94 	6.26 	-2.64
3164	3  	16  	3  	17.65 	4.79 	15.45 	-1.62
3165	3  	16  	5  	14.15 	3.31 	15.75 	1.60
3166	3  	17  	0  	15.17 	3.21 	12.96 	0.45
3167	3  	17  	3  	22.63 	5.29 	13.53 	-0.07
3168	3  	17  	4  	26.53 	2.06 	11.08 	1.87
3169	3  	18  	0  	17.46 	4.58 	14.42 	0.24
3170	4  	0  	1  	370.13 	6.84 	348.83 	0.00
3171	4  	0  	2  	423.86 	18.53 	381.58 	3.14
3172	4  	0  	3  	142.59 	5.51 	141.83 	3.14
3173	4  	0  	7  	156.82 	11.90 	166.54 	3.14
3174	4  	0  	8  	60.84 	3.87 	55.47 	3.14
3175	4  	0  	10  	31.96 	4.97 	10.14 	0.00
3176	4  	1  	0  	23.86 	5.45 	12.82 	1.95
3177	4  	1  	9  	22.25 	5.65 	33.75 	-3.06
3178	4  	2  	0  	289.25 	4.76 	268.44 	1.02
3179	4  	2  	1  	236.55 	4.78 	257.59 	-1.12
3180	4  	2  	2  	269.86 	5.14 	312.87 	-0.55
3181	4  	2  	3  	42.27 	2.75 	65.17 	0.33
3182	4  	2  	4  	178.69 	5.17 	155.65 	0.67
3183	4  	2  	5  	92.12 	3.46 	93.38 	-2.77
3184	4  	2  	6  	57.73 	3.48 	92.81 	-1.53
3185	4  	2  	7  	28.64 	4.54 	56.93 	-0.10
3186	4  	2  	8  	49.13 	5.61 	62.04 	-1.09
3187	4  	2  	9  	20.80 	6.35 	17.97 	2.73
3188	4  	2  	10  	15.95 	5.67 	22.76 	0.22
3189	4  	3  	0  	13.57 	3.05 	4.19 	1.98
3190	4  	3  	1  	13.28 	4.43 	18.46 	2.62
3191	4  	3  	3  	30.16 	9.94 	21.25 	-2.39
3192	4  	3  	6  	37.46 	10.06 	32.78 	-1.84
3193	4  	3  	7  	15.68 	5.57 	12.35 	2.69
3194	4  	3  	8  	17.50 	3.85 	11.83 	-1.06
3195	4  	3  	9  	15.12 	4.92 	25.71 	0.39
3196	4  	3  	11  	17.41 	4.97 	13.75 	3.09
3197	4  	4  	0  	353.64 	4.73 	368.27 	-1.27
3198	4  	4  	1  	616.54 	7.12 	561.41 	-2.88
3199	4  	4  	2  	153.79 	2.72 	182.76 	2.88
3200	4  	4  	3  	453.10 	7.17 	437.65 	1.44
3201	4  	4  	4  	44.55 	1.71 	29.80 	-2.00
3202	4  	4  	5  	103.57 	2.75 	93.49 	-1.33
3203	4  	4  	6  	119.90 	4.15 	95.68 	2.52
3204	4  	4  	7  	18.05 	3.12 	27.02 	-0.62
3205	4  	4  	8  	19.52 	3.14 	28.46 	-0.21
3206	4  	4  	9  	30.83 	7.01 	64.77 	1.52
3207	4  	4  	11  	20.88 	3.19 	34.61 	-1.58
3208	4  	5  	1  	24.97 	5.40 	47.37 	2.25
3209	4  	5  	2  	26.75 	11.51 	15.92 	0.77
3210	4  	5  	3  	35.34 	12.91 	37.55 	-1.02
3211	4  	5  	6  	44.01 	13.07 	32.19 	1.99
3212	4  	6  	0  	124.42 	2.01 	146.74 	0.69
3213	4  	6  	1  	230.48 	4.03 	208.37 	0.44
3214	4  	6  	2  	129.59 	1.35 	122.87 	-2.94
3215	4  	6  	3  	301.97 	4.39 	201.66 	-1.09
3216	4  	6  	4  	72.22 	2.37 	73.79 	-0.18
3217	4  	6  	5  	112.33 	3.74 	62.32 	-2.34
3218	4  	6  	6  	93.65 	3.08 	95.18 	0.36
3219	4  	6  	7  	74.84 	2.40 	51.97 	-0.07
3220	4  	6  	8  	27.25 	3.10 	29.71 	0.96
3221	4  	6  	9  	15.60 	5.54 	13.03 	0.68
3222	4  	6  	10  	19.51 	3.83 	11.19 	-0.54
3223	4  	7  	2  	42.78 	6.68 	23.81 	-1.20
3224	4  	7  	3  	21.80 	5.37 	36.91 	-0.17
3225	4  	7  	4  	29.63 	12.79 	21.93 	3.00
3226	4  	7  	6  	38.35 	11.54 	47.01 	-1.02
3227	4  	8  	0  	226.65 	2.96 	226.56 	-1.38
3228	4  	8  	1  	327.80 	5.29 	288.38 	-2.23
3229	4  	8  	2  	134.94 	1.33 	119.87 	-1.18
3230	4  	8  	3  	26.28 	3.66 	16.25 	-2.44
3231	4  	8  	4  	31.06 	3.34 	43.66 	-1.11
3232	4  	8  	5  	26.49 	5.36 	27.36 	-0.52
3233	4  	8  	6  	18.18 	5.39 	22.24 	1.46
3234	4  	8  	7  	48.02 	2.37 	57.47 	2.12
3235	4  	8  	9  	21.51 	3.75 	21.40 	1.59
3236	4  	8  	10  	16.12 	3.09 	22.70 	1.91
3237	4  	9  	0  	31.01 	12.40 	17.13 	1.70
3238	4  	9  	1  	20.30 	3.93 	14.51 	2.92
3239	4  	9  	2  	14.13 	6.57 	21.68 	3.01
3240	4  	9  	4  	20.18 	5.96 	26.57 	0.33
3241	4  	9  	9  	15.22 	6.09 	19.81 	1.31
3242	4  	10  	0  	147.65 	1.94 	131.58 	1.80
3243	4  	10  	1  	296.85 	4.86 	233.97 	1.74
3244	4  	10  	2  	24.39 	6.18 	62.04 	0.20
3245	4  	10  	3  	77.98 	1.96 	61.09 	0.53
3246	4  	10  	4  	59.61 	2.29 	73.71 	1.81
3247	4  	10  	5  	33.21 	4.60 	33.24 	0.19
3248	4  	10  	7  	17.24 	3.65 	29.38 	2.86
3249	4  	10  	8  	20.32 	2.33 	28.09 	1.29
3250	4  	10  	9  	26.45 	6.70 	58.79 	-0.02
3251	4  	11  	0  	34.50 	6.39 	19.39 	3.03
3252	4  	11  	2  	39.86 	10.93 	28.45 	-0.20
3253	4  	11  	3  	29.68 	5.81 	24.47 	1.14
3254	4  	11  	4  	16.19 	5.18 	17.26 	2.16
3255	4  	11  	6  	16.32 	5.88 	22.97 	-1.25
3256	4  	12  	0  	89.91 	2.21 	89.57 	1.75
3257	4  	12  	1  	29.11 	3.16 	38.08 	0.78
3258	4  	12  	2  	30.16 	2.86 	31.67 	-0.76
3259	4  	12  	3  	25.81 	3.50 	37.43 	-0.72
3260	4  	12  	4  	62.04 	2.24 	32.05 	3.08
3261	4  	12  	5  	104.67 	1.61 	72.89 	-2.97
3262	4  	12  	6  	52.23 	4.51 	35.29 	-2.49
3263	4  	12  	7  	27.85 	2.91 	14.75 	-2.44
3264	4  	13  	1  	15.61 	5.00 	19.45 	0.44
3265	4  	13  	2  	14.72 	6.26 	12.07 	-1.63
3266	4  	13  	5  	14.89 	5.70 	11.01 	2.93
3267	4  	13  	7  	16.61 	5.75 	14.35 	-0.62
3268	4  	14  	0  	39.26 	1.53 	69.01 	1.52
3269	4  	14  	1  	47.69 	2.15 	63.82 	0.69
3270	4  	14  	2  	69.46 	2.16 	59.17 	-0.26
3271	4  	14  	3  	21.07 	4.96 	32.84 	-0.90
3272	4  	14  	4  	31.41 	2.80 	46.72 	-1.76
3273	4  	14  	5  	19.67 	2.81 	29.42 	-2.22
3274	4  	14  	6  	26.02 	2.82 	46.92 	2.43
3275	4  	14  	7  	33.38 	4.41 	40.83 	2.26
3276	4  	15  	1  	13.63 	5.45 	10.46 	0.17
3277	4  	15  	3  	16.47 	4.88 	25.94 	-1.01
3278	4  	15  	5  	15.37 	6.76 	4.72 	0.13
3279	4  	16  	0  	46.92 	1.19 	60.28 	1.22
3280	4  	16  	1  	41.70 	2.68 	22.37 	1.34
3281	4  	16  	2  	26.90 	2.09 	10.45 	2.32
3282	4  	16  	3  	43.19 	2.70 	57.58 	1.42
3283	4  	16  	4  	16.26 	6.62 	7.92 	0.64
3284	4  	17  	0  	13.71 	5.83 	1.99 	-2.08
3285	4  	17  	2  	19.08 	4.70 	21.42 	1.76
3286	4  	18  	0  	25.19 	2.58 	19.48 	-1.44
3287	5  	0  	2  	24.06 	11.69 	42.94 	0.00
3288	5  	0  	8  	18.40 	8.14 	15.77 	3.14
3289	5  	1  	0  	130.56 	3.07 	132.08 	1.10
3290	5  	1  	1  	221.73 	5.47 	247.09 	-1.04
3291	5  	1  	2  	397.51 	11.68 	329.51 	-2.78
3292	5  	1  	3  	263.26 	10.01 	239.55 	2.54
3293	5  	1  	4  	78.67 	5.55 	62.77 	1.40
3294	5  	1  	5  	121.87 	4.87 	106.53 	-2.24
3295	5  	1  	6  	150.47 	6.30 	81.50 	2.44
3296	5  	1  	8  	73.90 	3.89 	69.52 	-1.89
3297	5  	2  	1  	15.37 	5.12 	40.54 	1.00
3298	5  	2  	3  	34.10 	9.99 	43.53 	2.88
3299	5  	2  	4  	20.07 	6.23 	26.74 	-1.47
3300	5  	3  	0  	122.19 	2.72 	137.38 	-2.53
3301	5  	3  	1  	406.12 	8.52 	334.13 	-1.40
3302	5  	3  	2  	477.89 	9.92 	462.78 	0.79
3303	5  	3  	3  	73.86 	2.40 	56.54 	1.22
3304	5  	3  	4  	75.92 	3.80 	92.85 	3.05
3305	5  	3  	5  	137.64 	5.20 	92.78 	2.64
3306	5  	3  	6  	62.72 	3.83 	27.28 	-1.84
3307	5  	3  	8  	30.98 	4.93 	32.73 	0.61
3308	5  	3  	9  	24.78 	6.37 	31.07 	-2.76
3309	5  	4  	0  	32.12 	6.76 	49.77 	-2.80
3310	5  	4  	1  	26.81 	12.90 	39.89 	1.76
3311	5  	4  	2  	17.72 	3.75 	8.69 	2.34
3312	5  	4  	3  	33.88 	8.56 	34.37 	1.89
3313	5  	4  	4  	38.85 	8.59 	38.47 	-0.46
3314	5  	4  	5  	21.41 	4.84 	25.98 	-1.18
3315	5  	4  	6  	43.04 	6.94 	36.05 	1.41
3316	5  	5  	0  	222.08 	2.02 	232.21 	0.92
3317	5  	5  	1  	281.03 	2.70 	221.09 	1.94
3318	5  	5  	2  	261.48 	6.78 	253.07 	-2.17
3319	5  	5  	3  	94.34 	2.72 	91.49 	-2.07
3320	5  	5  	4  	113.92 	2.74 	95.60 	0.20
3321	5  	5  	5  	57.75 	2.75 	46.78 	-0.10
3322	5  	5  	6  	51.12 	4.15 	57.88 	-2.80
3323	5  	5  	7  	32.98 	4.86 	49.74 	0.54
3324	5  	5  	8  	19.55 	6.28 	10.78 	1.59
3325	5  	5  	9  	53.00 	4.56 	65.62 	-3.01
3326	5  	6  	0  	27.76 	9.70 	25.34 	0.72
3327	5  	6  	2  	33.38 	15.17 	34.55 	3.13
3328	5  	6  	4  	23.81 	3.74 	13.00 	0.89
3329	5  	6  	5  	17.08 	5.47 	17.15 	1.55
3330	5  	6  	6  	38.80 	13.05 	29.51 	0.08
3331	5  	6  	10  	16.49 	7.02 	12.66 	3.06
3332	5  	7  	0  	128.54 	1.99 	140.35 	2.15
3333	5  	7  	1  	329.42 	6.00 	292.35 	-0.75
3334	5  	7  	2  	138.26 	1.34 	98.67 	-0.77
3335	5  	7  	3  	145.24 	3.70 	82.69 	0.02
3336	5  	7  	4  	20.60 	5.40 	34.12 	0.31
3337	5  	7  	5  	24.43 	3.73 	20.49 	-0.77
3338	5  	7  	6  	50.80 	2.39 	61.84 	1.08
3339	5  	7  	7  	30.84 	1.71 	37.38 	0.21
3340	5  	7  	8  	47.20 	3.79 	33.22 	1.27
3341	5  	7  	9  	29.80 	3.81 	33.92 	1.69
3342	5  	8  	0  	28.99 	14.83 	10.88 	-1.53
3343	5  	8  	1  	32.74 	6.61 	35.72 	-1.45
3344	5  	8  	7  	15.30 	7.82 	47.91 	-2.29
3345	5  	9  	0  	220.03 	2.61 	205.42 	1.09
3346	5  	9  	1  	66.85 	1.97 	70.57 	-2.50
3347	5  	9  	2  	40.14 	2.96 	56.35 	1.81
3348	5  	9  	3  	110.36 	2.64 	131.39 	3.06
3349	5  	9  	4  	67.38 	0.66 	65.51 	-2.46
3350	5  	9  	5  	30.68 	2.33 	26.62 	0.86
3351	5  	9  	6  	53.62 	2.35 	57.49 	1.30
3352	5  	9  	7  	47.16 	2.36 	59.03 	1.45
3353	5  	9  	8  	15.92 	7.79 	5.59 	0.08
3354	5  	9  	9  	37.46 	3.75 	46.94 	2.97
3355	5  	10  	0  	20.36 	4.85 	21.42 	1.59
3356	5  	10  	1  	37.95 	12.33 	32.89 	-2.22
3357	5  	10  	2  	19.21 	6.51 	6.54 	1.44
3358	5  	10  	3  	21.26 	2.29 	23.59 	-2.17
3359	5  	10  	6  	13.60 	5.97 	15.01 	-0.54
3360	5  	11  	0  	38.02 	2.88 	61.49 	0.25
3361	5  	11  	1  	68.63 	1.28 	32.89 	-1.73
3362	5  	11  	2  	34.77 	10.95 	51.22 	-2.44
3363	5  	11  	3  	37.83 	2.91 	38.42 	1.14
3364	5  	11  	4  	55.54 	2.27 	39.23 	3.13
3365	5  	11  	5  	35.90 	5.22 	28.11 	1.14
3366	5  	11  	6  	40.01 	5.25 	28.08 	1.00
3367	5  	11  	7  	21.43 	3.63 	16.19 	0.94
3368	5  	12  	0  	18.93 	4.73 	21.85 	0.45
3369	5  	12  	1  	17.10 	5.07 	14.58 	-2.70
3370	5  	12  	3  	16.61 	6.39 	11.54 	0.31
3371	5  	12  	4  	15.72 	4.49 	12.55 	0.44
3372	5  	13  	0  	53.23 	2.80 	67.83 	-2.26
3373	5  	13  	1  	89.37 	2.19 	78.19 	-1.73
3374	5  	13  	2  	64.32 	1.57 	58.82 	1.62
3375	5  	13  	3  	32.77 	2.21 	32.29 	1.19
3376	5  	13  	4  	27.22 	5.06 	19.68 	0.98
3377	5  	13  	5  	22.26 	4.13 	18.89 	-2.26
3378	5  	13  	6  	17.26 	3.52 	21.98 	-2.67
3379	5  	13  	7  	33.40 	5.14 	29.02 	-1.83
3380	5  	14  	1  	15.40 	3.39 	24.72 	1.54
3381	5  	14  	3  	15.53 	5.59 	23.62 	-0.67
3382	5  	14  	5  	19.74 	5.64 	4.23 	1.86
3383	5  	15  	0  	45.60 	3.32 	43.75 	1.95
3384	5  	15  	1  	74.27 	2.73 	64.28 	2.98
3385	5  	15  	2  	28.00 	2.13 	18.70 	-2.80
3386	5  	15  	3  	17.12 	4.89 	26.85 	1.78
3387	5  	15  	4  	19.96 	3.38 	40.07 	0.62
3388	5  	16  	1  	15.50 	4.77 	8.85 	0.03
3389	5  	16  	3  	16.83 	5.41 	9.80 	0.08
3390	5  	16  	4  	19.63 	6.04 	10.22 	1.75
3391	5  	17  	0  	17.21 	5.25 	6.98 	-0.46
3392	5  	17  	1  	23.72 	2.64 	24.39 	0.88
3393	5  	17  	2  	22.64 	2.65 	34.77 	-1.22
3394	6  	0  	0  	39.91 	3.07 	60.91 	3.14
3395	6  	0  	1  	205.94 	5.48 	235.30 	0.00
3396	6  	0  	2  	45.79 	6.89 	76.47 	0.00
3397	6  	0  	8  	35.24 	4.98 	32.14 	3.14
3398	6  	0  	10  	21.99 	7.93 	35.90 	0.00
3399	6  	1  	8  	17.43 	8.89 	40.59 	-0.49
3400	6  	1  	10  	16.94 	7.21 	10.08 	-1.15
3401	6  	2  	0  	251.53 	4.77 	228.48 	3.04
3402	6  	2  	1  	289.27 	5.47 	282.51 	-2.99
3403	6  	2  	2  	148.42 	5.50 	138.14 	-1.27
3404	6  	2  	3  	276.23 	8.63 	208.86 	0.36
3405	6  	2  	4  	134.33 	2.78 	117.73 	0.65
3406	6  	2  	6  	100.38 	3.51 	98.79 	2.82
3407	6  	2  	8  	21.67 	7.10 	13.67 	2.75
3408	6  	2  	10  	20.15 	7.20 	41.40 	-0.36
3409	6  	3  	1  	26.94 	11.59 	42.58 	0.68
3410	6  	3  	4  	30.46 	6.92 	21.64 	0.98
3411	6  	4  	0  	175.17 	2.71 	205.84 	-0.55
3412	6  	4  	1  	204.51 	3.40 	166.98 	-2.78
3413	6  	4  	2  	153.26 	3.41 	192.51 	2.40
3414	6  	4  	3  	206.18 	4.12 	165.96 	1.00
3415	6  	4  	4  	106.21 	3.79 	90.45 	2.86
3416	6  	4  	5  	79.75 	2.43 	96.53 	-2.99
3417	6  	4  	6  	26.85 	2.44 	25.00 	0.65
3418	6  	4  	7  	15.08 	5.61 	16.04 	2.66
3419	6  	4  	9  	19.18 	6.39 	18.80 	-2.92
3420	6  	4  	10  	21.09 	6.43 	36.16 	-1.77
3421	6  	5  	0  	13.80 	6.73 	43.82 	0.93
3422	6  	5  	1  	32.12 	12.85 	51.87 	2.83
3423	6  	5  	2  	48.24 	9.85 	53.89 	2.34
3424	6  	5  	3  	35.50 	6.83 	40.82 	2.68
3425	6  	6  	0  	121.10 	1.34 	129.20 	-0.69
3426	6  	6  	1  	238.60 	5.04 	196.43 	-0.53
3427	6  	6  	3  	137.10 	2.38 	82.03 	-2.61
3428	6  	6  	4  	91.77 	2.39 	63.22 	-1.80
